date,state,cases_left,deaths_left,cases_right,deaths_right,cases_diff,death_diff
2020-03-07,TO,0.0,0,"","","",""
2020-03-07,SP,13.0,0,"","","",""
2020-03-07,SE,0.0,0,"","","",""
2020-03-07,SC,0.0,0,"","","",""
2020-03-07,RS,0.0,0,"","","",""
2020-03-07,RR,0.0,0,"","","",""
2020-03-07,RO,0.0,0,"","","",""
2020-03-07,RN,0.0,0,"","","",""
2020-03-07,RJ,2.0,0,"","","",""
2020-03-07,PR,0.0,0,"","","",""
2020-03-07,PI,0.0,0,"","","",""
2020-03-07,PE,0.0,0,"","","",""
2020-03-07,PB,0.0,0,"","","",""
2020-03-07,PA,0.0,0,"","","",""
2020-03-07,MT,0.0,0,"","","",""
2020-03-07,MS,0.0,0,"","","",""
2020-03-07,MG,0.0,0,"","","",""
2020-03-07,MA,0.0,0,"","","",""
2020-03-07,GO,0.0,0,"","","",""
2020-03-07,ES,1.0,0,"","","",""
2020-03-07,DF,1.0,0,"","","",""
2020-03-07,CE,0.0,0,"","","",""
2020-03-07,BA,2.0,0,"","","",""
2020-03-07,AP,0.0,0,"","","",""
2020-03-07,AM,0.0,0,"","","",""
2020-03-07,AL,0.0,0,"","","",""
2020-03-07,AC,0.0,0,"","","",""
2020-03-08,TO,0.0,0,"","","",""
2020-03-08,SP,16.0,0,"","","",""
2020-03-08,SE,0.0,0,"","","",""
2020-03-08,SC,0.0,0,"","","",""
2020-03-08,RS,0.0,0,"","","",""
2020-03-08,RR,0.0,0,"","","",""
2020-03-08,RO,0.0,0,"","","",""
2020-03-08,RN,0.0,0,"","","",""
2020-03-08,RJ,3.0,0,"","","",""
2020-03-08,PR,0.0,0,"","","",""
2020-03-08,PI,0.0,0,"","","",""
2020-03-08,PE,0.0,0,"","","",""
2020-03-08,PB,0.0,0,"","","",""
2020-03-08,PA,0.0,0,"","","",""
2020-03-08,MT,0.0,0,"","","",""
2020-03-08,MS,0.0,0,"","","",""
2020-03-08,MG,1.0,0,"","","",""
2020-03-08,MA,0.0,0,"","","",""
2020-03-08,GO,0.0,0,"","","",""
2020-03-08,ES,1.0,0,"","","",""
2020-03-08,DF,1.0,0,"","","",""
2020-03-08,CE,0.0,0,"","","",""
2020-03-08,BA,2.0,0,"","","",""
2020-03-08,AP,0.0,0,"","","",""
2020-03-08,AM,0.0,0,"","","",""
2020-03-08,AL,1.0,0,"","","",""
2020-03-08,AC,0.0,0,"","","",""
2020-03-09,TO,0.0,0,"","","",""
2020-03-09,SP,16.0,0,"","","",""
2020-03-09,SE,0.0,0,"","","",""
2020-03-09,SC,0.0,0,"","","",""
2020-03-09,RS,0.0,0,"","","",""
2020-03-09,RR,0.0,0,"","","",""
2020-03-09,RO,0.0,0,"","","",""
2020-03-09,RN,0.0,0,"","","",""
2020-03-09,RJ,3.0,0,"","","",""
2020-03-09,PR,0.0,0,"","","",""
2020-03-09,PI,0.0,0,"","","",""
2020-03-09,PE,0.0,0,"","","",""
2020-03-09,PB,0.0,0,"","","",""
2020-03-09,PA,0.0,0,"","","",""
2020-03-09,MT,0.0,0,"","","",""
2020-03-09,MS,0.0,0,"","","",""
2020-03-09,MG,1.0,0,"","","",""
2020-03-09,MA,0.0,0,"","","",""
2020-03-09,GO,0.0,0,"","","",""
2020-03-09,ES,1.0,0,"","","",""
2020-03-09,DF,1.0,0,"","","",""
2020-03-09,CE,0.0,0,"","","",""
2020-03-09,BA,2.0,0,"","","",""
2020-03-09,AP,0.0,0,"","","",""
2020-03-09,AM,0.0,0,"","","",""
2020-03-09,AL,1.0,0,"","","",""
2020-03-09,AC,0.0,0,"","","",""
2020-03-10,TO,0.0,0,"","","",""
2020-03-10,SP,19.0,0,"","","",""
2020-03-10,SE,0.0,0,"","","",""
2020-03-10,SC,0.0,0,"","","",""
2020-03-10,RS,1.0,0,"","","",""
2020-03-10,RR,0.0,0,"","","",""
2020-03-10,RO,0.0,0,"","","",""
2020-03-10,RN,0.0,0,"","","",""
2020-03-10,RJ,8.0,0,"","","",""
2020-03-10,PR,0.0,0,"","","",""
2020-03-10,PI,0.0,0,"","","",""
2020-03-10,PE,0.0,0,"","","",""
2020-03-10,PB,0.0,0,"","","",""
2020-03-10,PA,0.0,0,"","","",""
2020-03-10,MT,0.0,0,"","","",""
2020-03-10,MS,0.0,0,"","","",""
2020-03-10,MG,1.0,0,"","","",""
2020-03-10,MA,0.0,0,"","","",""
2020-03-10,GO,0.0,0,"","","",""
2020-03-10,ES,1.0,0,"","","",""
2020-03-10,DF,1.0,0,"","","",""
2020-03-10,CE,0.0,0,"","","",""
2020-03-10,BA,2.0,0,"","","",""
2020-03-10,AP,0.0,0,"","","",""
2020-03-10,AM,0.0,0,"","","",""
2020-03-10,AL,1.0,0,"","","",""
2020-03-10,AC,0.0,0,"","","",""
2020-03-11,TO,0.0,0,"","","",""
2020-03-11,SP,30.0,0,"","","",""
2020-03-11,SE,0.0,0,"","","",""
2020-03-11,SC,0.0,0,"","","",""
2020-03-11,RS,2.0,0,"","","",""
2020-03-11,RR,0.0,0,"","","",""
2020-03-11,RO,0.0,0,"","","",""
2020-03-11,RN,0.0,0,"","","",""
2020-03-11,RJ,13.0,0,"","","",""
2020-03-11,PR,0.0,0,"","","",""
2020-03-11,PI,0.0,0,"","","",""
2020-03-11,PE,0.0,0,"","","",""
2020-03-11,PB,0.0,0,"","","",""
2020-03-11,PA,0.0,0,"","","",""
2020-03-11,MT,0.0,0,"","","",""
2020-03-11,MS,0.0,0,"","","",""
2020-03-11,MG,1.0,0,"","","",""
2020-03-11,MA,0.0,0,"","","",""
2020-03-11,GO,0.0,0,"","","",""
2020-03-11,ES,1.0,0,"","","",""
2020-03-11,DF,2.0,0,"","","",""
2020-03-11,CE,0.0,0,"","","",""
2020-03-11,BA,2.0,0,"","","",""
2020-03-11,AP,0.0,0,"","","",""
2020-03-11,AM,0.0,0,"","","",""
2020-03-11,AL,1.0,0,"","","",""
2020-03-11,AC,0.0,0,"","","",""
2020-03-12,TO,0.0,0,"","","",""
2020-03-12,SP,42.0,0,"","","",""
2020-03-12,SE,0.0,0,"","","",""
2020-03-12,SC,0.0,0,"","","",""
2020-03-12,RS,4.0,0,"","","",""
2020-03-12,RR,0.0,0,"","","",""
2020-03-12,RO,0.0,0,"","","",""
2020-03-12,RN,0.0,0,"","","",""
2020-03-12,RJ,16.0,0,"","","",""
2020-03-12,PR,6.0,0,"","","",""
2020-03-12,PI,0.0,0,"","","",""
2020-03-12,PE,2.0,0,"","","",""
2020-03-12,PB,0.0,0,"","","",""
2020-03-12,PA,0.0,0,"","","",""
2020-03-12,MT,0.0,0,"","","",""
2020-03-12,MS,0.0,0,"","","",""
2020-03-12,MG,1.0,0,"","","",""
2020-03-12,MA,0.0,0,"","","",""
2020-03-12,GO,0.0,0,"","","",""
2020-03-12,ES,1.0,0,"","","",""
2020-03-12,DF,2.0,0,"","","",""
2020-03-12,CE,0.0,0,"","","",""
2020-03-12,BA,2.0,0,"","","",""
2020-03-12,AP,0.0,0,"","","",""
2020-03-12,AM,0.0,0,"","","",""
2020-03-12,AL,1.0,0,"","","",""
2020-03-12,AC,0.0,0,"","","",""
2020-03-13,TO,0.0,0,"","","",""
2020-03-13,SP,56.0,0,"","","",""
2020-03-13,SE,0.0,0,"","","",""
2020-03-13,SC,2.0,0,"","","",""
2020-03-13,RS,4.0,0,"","","",""
2020-03-13,RR,0.0,0,"","","",""
2020-03-13,RO,0.0,0,"","","",""
2020-03-13,RN,1.0,0,"","","",""
2020-03-13,RJ,16.0,0,"","","",""
2020-03-13,PR,6.0,0,"","","",""
2020-03-13,PI,0.0,0,"","","",""
2020-03-13,PE,2.0,0,"","","",""
2020-03-13,PB,0.0,0,"","","",""
2020-03-13,PA,0.0,0,"","","",""
2020-03-13,MT,0.0,0,"","","",""
2020-03-13,MS,0.0,0,"","","",""
2020-03-13,MG,2.0,0,"","","",""
2020-03-13,MA,0.0,0,"","","",""
2020-03-13,GO,3.0,0,"","","",""
2020-03-13,ES,1.0,0,"","","",""
2020-03-13,DF,2.0,0,"","","",""
2020-03-13,CE,0.0,0,"","","",""
2020-03-13,BA,2.0,0,"","","",""
2020-03-13,AP,0.0,0,"","","",""
2020-03-13,AM,0.0,0,"","","",""
2020-03-13,AL,1.0,0,"","","",""
2020-03-13,AC,0.0,0,"","","",""
2020-03-14,TO,0.0,0,"","","",""
2020-03-14,SP,65.0,0,"","","",""
2020-03-14,SE,0.0,0,"","","",""
2020-03-14,SC,4.0,0,"","","",""
2020-03-14,RS,6.0,0,"","","",""
2020-03-14,RR,0.0,0,"","","",""
2020-03-14,RO,0.0,0,"","","",""
2020-03-14,RN,1.0,0,"","","",""
2020-03-14,RJ,22.0,0,"","","",""
2020-03-14,PR,6.0,0,"","","",""
2020-03-14,PI,0.0,0,"","","",""
2020-03-14,PE,2.0,0,"","","",""
2020-03-14,PB,0.0,0,"","","",""
2020-03-14,PA,0.0,0,"","","",""
2020-03-14,MT,0.0,0,"","","",""
2020-03-14,MS,0.0,0,"","","",""
2020-03-14,MG,2.0,0,"","","",""
2020-03-14,MA,0.0,0,"","","",""
2020-03-14,GO,3.0,0,"","","",""
2020-03-14,ES,1.0,0,"","","",""
2020-03-14,DF,6.0,0,"","","",""
2020-03-14,CE,0.0,0,"","","",""
2020-03-14,BA,2.0,0,"","","",""
2020-03-14,AP,0.0,0,"","","",""
2020-03-14,AM,0.0,0,"","","",""
2020-03-14,AL,1.0,0,"","","",""
2020-03-14,AC,0.0,0,"","","",""
2020-03-15,TO,0.0,0,"","","",""
2020-03-15,SP,136.0,0,"","","",""
2020-03-15,SE,1.0,0,"","","",""
2020-03-15,SC,6.0,0,"","","",""
2020-03-15,RS,6.0,0,"","","",""
2020-03-15,RR,0.0,0,"","","",""
2020-03-15,RO,0.0,0,"","","",""
2020-03-15,RN,1.0,0,"","","",""
2020-03-15,RJ,24.0,0,"","","",""
2020-03-15,PR,6.0,0,"","","",""
2020-03-15,PI,0.0,0,"","","",""
2020-03-15,PE,2.0,0,"","","",""
2020-03-15,PB,0.0,0,"","","",""
2020-03-15,PA,0.0,0,"","","",""
2020-03-15,MT,0.0,0,"","","",""
2020-03-15,MS,0.0,0,"","","",""
2020-03-15,MG,2.0,0,"","","",""
2020-03-15,MA,0.0,0,"","","",""
2020-03-15,GO,3.0,0,"","","",""
2020-03-15,ES,1.0,0,"","","",""
2020-03-15,DF,8.0,0,"","","",""
2020-03-15,CE,0.0,0,"","","",""
2020-03-15,BA,2.0,0,"","","",""
2020-03-15,AP,0.0,0,"","","",""
2020-03-15,AM,1.0,0,"","","",""
2020-03-15,AL,1.0,0,"","","",""
2020-03-15,AC,0.0,0,"","","",""
2020-03-16,TO,0.0,0,"","","",""
2020-03-16,SP,152.0,0,"","","",""
2020-03-16,SE,1.0,0,"","","",""
2020-03-16,SC,7.0,0,"","","",""
2020-03-16,RS,6.0,0,"","","",""
2020-03-16,RR,0.0,0,"","","",""
2020-03-16,RO,0.0,0,"","","",""
2020-03-16,RN,1.0,0,"","","",""
2020-03-16,RJ,31.0,0,"","","",""
2020-03-16,PR,6.0,0,"","","",""
2020-03-16,PI,0.0,0,"","","",""
2020-03-16,PE,2.0,0,"","","",""
2020-03-16,PB,0.0,0,"","","",""
2020-03-16,PA,0.0,0,"","","",""
2020-03-16,MT,0.0,0,"","","",""
2020-03-16,MS,2.0,0,"","","",""
2020-03-16,MG,5.0,0,"","","",""
2020-03-16,MA,0.0,0,"","","",""
2020-03-16,GO,3.0,0,"","","",""
2020-03-16,ES,1.0,0,"","","",""
2020-03-16,DF,13.0,0,"","","",""
2020-03-16,CE,0.0,0,"","","",""
2020-03-16,BA,2.0,0,"","","",""
2020-03-16,AP,0.0,0,"","","",""
2020-03-16,AM,1.0,0,"","","",""
2020-03-16,AL,1.0,0,"","","",""
2020-03-16,AC,0.0,0,"","","",""
2020-03-17,TO,0.0,0,"","","",""
2020-03-17,SP,164.0,1,"","","",""
2020-03-17,SE,4.0,0,"","","",""
2020-03-17,SC,7.0,0,"","","",""
2020-03-17,RS,10.0,0,"","","",""
2020-03-17,RR,0.0,0,"","","",""
2020-03-17,RO,0.0,0,"","","",""
2020-03-17,RN,1.0,0,"","","",""
2020-03-17,RJ,33.0,0,"","","",""
2020-03-17,PR,6.0,0,"","","",""
2020-03-17,PI,0.0,0,"","","",""
2020-03-17,PE,16.0,0,"","","",""
2020-03-17,PB,0.0,0,"","","",""
2020-03-17,PA,0.0,0,"","","",""
2020-03-17,MT,0.0,0,"","","",""
2020-03-17,MS,4.0,0,"","","",""
2020-03-17,MG,7.0,0,"","","",""
2020-03-17,MA,0.0,0,"","","",""
2020-03-17,GO,6.0,0,"","","",""
2020-03-17,ES,1.0,0,"","","",""
2020-03-17,DF,22.0,0,"","","",""
2020-03-17,CE,5.0,0,"","","",""
2020-03-17,BA,3.0,0,"","","",""
2020-03-17,AP,0.0,0,"","","",""
2020-03-17,AM,1.0,0,"","","",""
2020-03-17,AL,1.0,0,"","","",""
2020-03-17,AC,0.0,0,"","","",""
2020-03-18,TO,0.0,0,"","","",""
2020-03-18,SP,240.0,4,"","","",""
2020-03-18,SE,5.0,0,"","","",""
2020-03-18,SC,10.0,0,"","","",""
2020-03-18,RS,19.0,0,"","","",""
2020-03-18,RR,0.0,0,"","","",""
2020-03-18,RO,0.0,0,"","","",""
2020-03-18,RN,1.0,0,"","","",""
2020-03-18,RJ,45.0,0,"","","",""
2020-03-18,PR,13.0,0,"","","",""
2020-03-18,PI,0.0,0,"","","",""
2020-03-18,PE,16.0,0,"","","",""
2020-03-18,PB,0.0,0,"","","",""
2020-03-18,PA,0.0,0,"","","",""
2020-03-18,MT,0.0,0,"","","",""
2020-03-18,MS,7.0,0,"","","",""
2020-03-18,MG,15.0,0,"","","",""
2020-03-18,MA,0.0,0,"","","",""
2020-03-18,GO,8.0,0,"","","",""
2020-03-18,ES,9.0,0,"","","",""
2020-03-18,DF,26.0,0,"","","",""
2020-03-18,CE,9.0,0,"","","",""
2020-03-18,BA,3.0,0,"","","",""
2020-03-18,AP,0.0,0,"","","",""
2020-03-18,AM,1.0,0,"","","",""
2020-03-18,AL,1.0,0,"","","",""
2020-03-18,AC,0.0,0,"","","",""
2020-03-19,TO,1.0,0,"","","",""
2020-03-19,SP,286.0,4,"","","",""
2020-03-19,SE,6.0,0,"","","",""
2020-03-19,SC,20.0,0,"","","",""
2020-03-19,RS,28.0,0,"","","",""
2020-03-19,RR,0.0,0,"","","",""
2020-03-19,RO,0.0,0,"","","",""
2020-03-19,RN,1.0,0,"","","",""
2020-03-19,RJ,65.0,2,"","","",""
2020-03-19,PR,23.0,0,"","","",""
